Item,Serving Size,Calories,Calories From Fat,Total Fat (g),Total Fat % Daily Value,Saturated Fat (g),Saturated Fat % Daily Value,Trans Fat (g),Cholesterol (mg),Cholesterol % Daily Value,Sodium (mg),Sodium % Daily Value,Carbohydrates (g),Carbohydrates % Daily Value,Dietary Fiber (g),Dietary Fiber % Daily Value,Sugars (g),Protein (g),Vitamin A % Daily Value,Vitamin C % Daily Value,Calcium % Daily Value,Iron % Daily Value
Iced Coffee--Hazelnut (Large)§,(32 floz cup),250,80,9,14,6,29,0,35,12,75,3,43,14,0,0,41,2,6,0,8,0
Iced Coffee--Hazelnut(Medium) §,22 fl ozcup,180,60,7,11,4.5,22,0,25,9,50,2,29,10,0,0,28,1,4,0,4,0
Iced Coffee--Regular (Large) §,(32 floz cup),270,80,9,14,6,29,0,35,12,75,3,47,16,0,0,45,2,6,0,8,0
Iced Coffee--Regular(Medium) §,22 fl ozcup,190,60,7,11,4.5,22,0,25,9,50,2,31,10,0,0,30,1,4,0,4,0
Premium RoastIced Coffee(Medium),22 fl ozcup,190,60,7,11,4.5,22,0,25,9,50,2,31,10,0,0,30,1,4,0,4,0
Coca-Cola®Classic (Child) §,12 fl ozcup,100,0,0,0,0,0,0,0,0,0,0,28,9,0,0,28,0,0,0,0,0
Coca-Cola®Classic (Large) §,30 fl ozcup,280,0,0,0,0,0,0,0,0,5,0,76,25,0,0,76,0,0,0,0,0
Coca-Cola®Classic (Medium)§,21 fl ozcup,200,0,0,0,0,0,0,0,0,5,0,55,18,0,0,55,0,0,0,0,0
Diet Coke®(Child) §,12 fl ozcup,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0
Diet Coke®(Large) §,30 fl ozcup,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0
Diet Coke®(Medium) §,21 fl ozcup,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
Diet Dr Pepper®(Child) §,12 fl ozcup,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,1,0,0,0,0
Diet Dr Pepper®(Large) §,30 fl ozcup,0,0,0,0,0,0,0,0,0,140,6,0,0,0,0,0,4,0,0,0,0
Diet Dr Pepper®(Medium) §,21 fl ozcup(N/A {}),0,0,0,-,0,-,0,0,-,100,-,0,-,0,-,0,3,-,-,-,-
Dr Pepper®(Child) §,12 fl ozcup,100,0,0,0,0,0,0,0,0,30,1,27,9,0,0,26,0,0,0,0,0
Dr Pepper®(Large) §,30 fl ozcup,270,0,0,0,0,0,0,0,0,90,4,72,24,0,0,70,0,0,0,0,0
Dr Pepper®(Medium) §,21 fl ozcup,190,0,0,0,0,0,0,0,0,65,3,53,18,0,0,51,0,0,0,0,0
Hi-C® OrangeLavaburst (Child)§,12 fl ozcup,110,0,0,0,0,0,0,0,0,0,0,31,10,0,0,31,0,0,150,0,0
Hi-C® OrangeLavaburst (Large)§,30 fl ozcup,310,0,0,0,0,0,0,0,0,0,0,84,28,0,0,84,0,0,410,0,0
Hi-C® OrangeLavaburst(Medium) §,21 fl ozcup,230,0,0,0,0,0,0,0,0,0,0,61,20,0,0,61,0,0,290,0,0
Iced Tea (ExtraSmall) §,(12 floz cup),0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Iced Tea (Large)§,(32 floz cup),0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0
Iced Tea(Medium) §,(21 floz cup),0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Minute Maid®Orange Juice(Large) §,22 fl ozcup,280,0,0,0,0,0,0,0,0,5,0,65,22,0,0,58,4,0,240,4,0
POWERade®Mountain Blast(Large) §,30 fl ozcup,160,0,0,0,0,0,0,0,0,150,6,42,14,0,0,42,0,0,2,0,0
POWERade®Mountain Blast(Medium) §,21 fl ozcup,120,0,0,0,0,0,0,0,0,105,4,30,10,0,0,30,0,0,2,0,0
Sprite® (Child) §,12 fl ozcup,100,0,0,0,0,0,0,0,0,25,1,27,9,0,0,27,0,0,0,0,0
Sprite® (Large) § 30 fl oz,cup,280,0,0,0,0,0,0,0,0,60,3,74,25,0,0,74,0,0,0,0,0
Sprite® (Medium)§,21 fl ozcup,200,0,0,0,0,0,0,0,0,45,2,54,18,0,0,54,0,0,0,0,0
Sweet Tea(Child) §,12 fl ozcup,110,0,0,0,0,0,0,0,0,5,0,27,9,0,0,27,0,0,0,0,0
Sweet Tea(Large),30 fl ozcup,220,0,0,0,0,0,0,0,0,10,1,54,18,0,0,54,1,0,0,0,0
McCafé WhiteHot Chocolate(Medium),16.3 oz(463 g),420,140,15,24,9,45,0.5,50,17,230,9,59,20,0,0,57,14,15,0,50,0
McCafé WhiteHot Chocolate(Large),20.8 oz(589 g),520,170,19,29,11,56,0.5,60,21,290,12,71,24,0,0,69,18,20,0,60,0
Desserts & Shakes,,,,,,,,,,,,,,,,,,,,,,
Vanilla ReducedFat Ice CreamCone,3.7 oz(105 g),170,40,4.5,7,3,14,0,15,6,70,3,27,9,0,0,20,5,6,0,15,2
Kiddie Cone,1 oz(29 g),45,10,1.5,2,1,4,0,5,2,20,1,7,2,0,0,6,1,2,0,4,0
Hot FudgeSundae,6.3 oz(179 g),330,80,9,14,7,34,0,25,8,170,7,53,18,1,3,48,8,8,0,25,8
Hot CaramelSundae,6.4 oz(182 g),340,70,8,12,5,24,0,30,10,150,6,60,20,0,0,43,7,10,0,25,0
StrawberrySundae,6.3 oz(178 g),280,60,6,10,4,20,0,25,8,85,4,49,16,0,0,45,6,8,4,20,0
McFlurry® withM&M'S® Candies(12 fl oz cup),12 fl ozcup(310 g),650,210,23,35,14,72,0.5,50,17,180,7,96,32,1,6,89,13,15,0,45,8
McFlurry® withOREO® Cookies(12 fl oz cup),10.1 oz(285 g),510,150,17,26,9,44,0.5,45,14,280,12,80,27,1,4,64,12,15,0,40,8
Vanilla McCaféShake (Small),12 fl oz,530,140,15,24,10,49,1,60,20,160,7,86,29,0,0,63,11,20,0,40,0
ChocolateMcCafé Shake(Small),12 fl oz,560,140,16,25,10,51,1,60,20,240,10,91,30,1,5,77,12,20,0,40,8
StrawberryMcCafé Shake(Small),12 fl oz,550,150,16,25,10,52,1,60,21,160,7,90,30,0,0,79,12,20,0,40,0
Chocolate ChipCookie,1cookie(33 g),160,70,8,12,3.5,18,0,10,3,90,4,21,7,1,4,15,2,2,0,1,8
Oatmeal RaisinCookie,1cookie(33 g),150,50,6,9,2.5,13,0,10,3,135,6,22,7,1,4,13,2,2,0,2,6
Fruit 'n YogurtParfait,5.2 oz(149 g),150,20,2,3,1,5,0,5,2,80,3,30,10,1,3,23,4,2,15,10,4
ChocolateMcCafé Shake(Medium),16 fl oz,700,180,20,30,12,62,1,75,24,300,13,114,38,2,6,97,15,25,0,50,10
ChocolateMcCafé Shake(Large),22 fl oz,850,210,23,36,15,74,1,85,29,380,16,141,47,2,8,120,19,30,0,60,15
McFlurry® withM&M'S® Candies(16 fl oz cup),16 fl ozcup(413 g),930,290,33,50,20,102,1,75,25,260,11,139,46,2,7,128,20,25,0,70,10
McFlurry® withOREO® Cookies(16 fl oz cup),16 fl ozcup(381 g),690,200,23,35,12,58,1,55,19,380,16,106,35,1,5,85,15,20,0,50,10
Snack SizeMcFlurry® withM&M'S® Candies,7.3 oz(207 g),430,140,15,24,10,48,0,35,11,120,5,64,21,1,4,59,9,10,0,30,4
Snack SizeMcFlurry® withOREO® Cookies,6.7 oz(190 g),340,100,11,17,6,29,0,30,9,190,8,53,18,1,2,43,8,10,0,25,6
StrawberryMcCafé Shake(Medium),16 fl oz,690,180,20,30,13,63,1,75,25,210,9,114,38,0,0,100,15,25,0,50,0
StrawberryMcCafé Shake(Large),22 fl oz,850,210,24,36,15,75,1,90,30,260,11,140,47,0,0,123,18,30,0,70,0
Vanilla McCaféShake (Medium),16 fl oz,660,170,19,29,12,61,1,75,24,200,9,109,36,0,0,81,14,25,0,50,0
Vanilla McCaféShake (Large),22 fl oz,820,210,23,35,15,73,1,90,29,260,11,135,45,0,0,101,18,30,0,60,0
Condiments,,,,,,,,,,,,,,,,,,,,,,
Newman's Own®CreamySouthwestDressing,1.5 fl oz(44 ml),100,50,6,9,1,5,0,20,7,340,14,11,4,0,0,3,1,0,0,2,2
Newman's Own®Low Fat BalsamicVinaigrette,1.5 fl oz(44 ml),35,25,2.5,4,0,2,0,0,0,420,18,3,1,0,0,3,0,0,0,0,0
Ketchup Packet,1 pkg(9 g),10,0,0,0,0,0,0,0,0,90,4,2,1,0,0,2,0,2,2,0,0
Newman's Own®Low Fat FamilyRecipe ItalianDressing,1.5 fl oz(44 ml),50,20,2.5,4,0.5,3,0,0,1,390,16,7,2,0,0,2,1,0,0,2,0
Salt Packet,1 pkg(0 g),0,0,0,0,0,0,0,0,0,270,11,0,0,0,0,0,0,0,0,0,0
Honey,1 pkg(14 g),50,0,0,0,0,0,0,0,0,0,0,12,4,0,0,11,0,0,0,0,0
Newman's Own®Ranch Dressing,2 fl oz(59 ml),170,130,15,23,2.5,12,0,20,6,530,22,9,3,0,0,4,1,0,0,4,0
Sweet 'N SourSauce,1 pkg(28 g),50,0,0,0,0,0,0,0,0,150,6,12,4,0,0,10,0,2,0,0,0
Peanuts (forSundaes),0.3 oz(7 g),45,30,3.5,5,0.5,3,0,0,0,0,0,2,1,1,2,0,2,0,0,0,0
Spicy BuffaloSauce,0.8 oz(22 g),35,30,3,5,0,0,0,0,0,540,23,1,0,0,0,0,0,6,0,0,0
Creamy RanchSauce,0.8 oz(22 g),110,110,12,18,2,9,0,5,1,170,7,1,0,0,0,1,0,0,0,0,0
Honey MustardSauce,0.8 oz(22 g),60,35,4,6,0.5,3,0,5,2,115,5,6,2,1,4,5,0,0,0,0,0
Hotcake Syrup,1 pkg(60 g),180,0,0,0,0,0,0,0,0,20,1,45,15,0,0,32,0,0,0,0,0
WhippedMargarine (1 pat),1 pkg(6 g),40,40,4.5,7,1.5,8,0,0,0,55,2,0,0,0,0,0,0,4,0,0,0
Grape Jam,0.5 oz(14 g),35,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,0,0,2,0,0
Coffee Cream,0.4 fl oz(11 ml),20,20,2,3,1.5,8,0,10,3,15,1,0,0,0,0,0,0,2,0,1,0
StrawberryPreserves,0.5 oz(14 g),35,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,0,0,4,0,0
Sugar Packet,1 pkg(4 g),15,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,0,0,0
EQUAL® 0CalorieSweetener,1 pkg(1 g),0,0,0,-,0,-,0,0,-,0,-,1,-,0,-,1,0,-,-,-,-
SPLENDA® NoCalorieSweetener,1 pkg(1 g),0,0,0,-,0,-,0,0,-,0,-,1,-,0,-,1,0,-,-,-,-
Hot HabaneroSauce,22 oz(0 g),80,60,7,11,1,6,0,10,3,180,8,5,2,1,3,2,1,0,0,2,2
Newman's Own®Low Fat SesameGinger Dressing**,1.5 fl oz(44 ml),90,25,2.5,4,0,2,0,0,0,410,17,15,5,1,3,9,1,0,4,0,0
Buffalo RanchMcChicken,5.2 oz(148 g),360,150,16,25,3,16,0,35,11,990,41,40,13,2,7,5,14,2,2,15,15
PremiumMcWrapSouthwestChicken (Grilled),11.2 oz(317 g),510,170,19,30,6,31,0,80,26,1300,54,54,18,5,20,10,31,70,15,20,20
Tartar Sauce Cup,1 oz(28 g),140,130,15,23,2.5,12,0,10,4,150,6,0,0,0,0,0,0,0,0,2,2
McCafé,,,,,,,,,,,,,,,,,,,,,,
12 fl ozCoffee (Small) §00000000000000000cup,,,,,,,,,,,,,,,,,,,0,0,0,0
McCafé Mocha(Small),12 fl ozcup,340,100,11,18,7,34,0,35,12,150,6,49,16,2,6,42,10,10,0,30,6
McCafé WhiteChocolate Mocha(Small) §,12 fl ozcup,320,100,11,17,6,32,0,35,12,160,7,47,16,1,3,43,11,10,0,35,0
McCafé CaramelMocha (Small),12 fl ozcup,320,100,11,17,7,33,0,35,12,170,7,45,15,1,3,40,10,10,0,30,2
McCafé HotChocolate(Small),12 fl ozcup,360,120,13,21,8,39,0,40,14,180,8,50,17,1,3,45,11,10,0,40,6
McCafé WhiteHot Chocolate(Small),13.3 oz(376 g),350,120,13,20,8,38,0,40,14,180,8,48,16,0,0,46,12,10,0,40,0
Premium RoastIced Coffee(Small),16 fl ozcup,140,40,4.5,7,3,15,0,15,6,35,1,23,8,0,0,22,1,4,0,4,0
McCafé IcedMocha (Small),12 fl ozcup,290,100,11,16,6,32,0,35,11,125,5,40,13,1,4,34,8,10,0,25,4
McCafé IcedCaramel Mocha(Small),12 fl ozcup,270,100,11,16,6,32,0,35,11,140,6,37,12,0,0,32,8,10,0,25,2
Frappe Mocha(Small) §,12 fl ozcup,440,160,18,27,11,57,1,60,21,125,5,64,21,1,3,57,7,15,0,20,4
Frappe Caramel(Small) §,12 fl ozcup,440,160,18,28,12,59,1,65,22,125,5,63,21,0,0,57,7,15,0,25,2
FrappeChocolate Chip(Small) † §,12 fl ozcup,520,200,22,34,14,71,1,65,21,130,5,75,25,1,5,66,8,15,0,20,4
BlueberryPomegranateSmoothie (Small)§,12 fl ozcup,220,5,0.5,1,0,2,0,5,1,40,2,50,17,3,12,44,2,0,2,6,2
StrawberryBananaSmoothie (Small)§,12 fl ozcup,210,5,0.5,1,0,2,0,5,1,50,2,47,16,3,10,44,3,0,30,8,2
Mango PineappleSmoothie (Small)§,12 fl ozcup,210,5,0.5,1,0,2,0,5,1,40,2,50,17,1,4,46,2,30,20,8,2
Vanilla McCaféShake (Small),12 fl oz,530,140,15,24,10,49,1,60,20,160,7,86,29,0,0,63,11,20,0,40,0
ChocolateMcCafé Shake(Small),12 fl oz,560,140,16,25,10,51,1,60,20,240,10,91,30,1,5,77,12,20,0,40,8
StrawberryMcCafé Shake(Small),12 fl oz,550,150,16,25,10,52,1,60,21,160,7,90,30,0,0,79,12,20,0,40,0
ChocolateMcCafé Shake(Medium),16 fl oz,700,180,20,30,12,62,1,75,24,300,13,114,38,2,6,97,15,25,0,50,10
Coffee (Large) §,20 fl ozcup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frappe Caramel(Large) §,22 fl ozcup,670,240,27,41,17,86,1.5,95,31,190,8,96,32,0,0,88,11,20,0,35,2
McCafé Latte(Medium),16 fl ozcup,210,90,10,16,6,30,0,30,11,140,6,18,6,1,4,15,11,10,0,35,0
StrawberryMcCafé Shake(Medium),16 fl oz,690,180,20,30,13,63,1,75,25,210,9,114,38,0,0,100,15,25,0,50,0
StrawberryMcCafé Shake(Large),22 fl oz,850,210,24,36,15,75,1,90,30,260,11,140,47,0,0,123,18,30,0,70,0
Vanilla McCaféShake (Medium),16 fl oz,660,170,19,29,12,61,1,75,24,200,9,109,36,0,0,81,14,25,0,50,0
Vanilla McCaféShake (Large),22 fl oz,820,210,23,35,15,73,1,90,29,260,11,135,45,0,0,101,18,30,0,60,0
McCafé Latte(Large),20 fl ozcup,280,120,14,21,8,39,0,40,14,180,8,24,8,1,6,20,15,15,0,50,2
McCafé HotChocolate(Medium),16 fl ozcup,440,140,16,25,9,47,0.5,50,16,220,9,61,20,1,4,56,14,15,0,45,6
McCafé HotChocolate(Large),20 fl ozcup,540,180,20,31,12,58,0.5,60,20,280,12,73,24,1,5,68,17,20,0,60,8
Iced Mocha(Large) §,22 fl ozcup,480,140,16,25,9,47,0.5,50,16,220,9,69,23,2,8,61,13,15,0,40,8
Iced Mocha(Small) §,12 fl ozcup,290,100,11,16,6,32,0,35,11,125,5,40,13,1,4,34,8,10,0,25,4
Iced Mocha withNonfat Milk(Large) §,22 fl ozcup,380,45,5,8,3,16,0,20,7,220,9,70,23,2,8,62,14,15,0,45,8
Iced Mocha withNonfat Milk(Small) §,12 fl ozcup,240,40,4.5,7,3,15,0,20,6,125,5,40,13,1,4,34,8,10,0,25,4
McCafé IcedMocha (Large) §,22 fl ozcup,480,140,16,25,9,47,0.5,50,16,220,9,69,23,2,8,61,13,15,0,40,8
McCafé IcedMocha (Medium),16 fl ozcup,340,110,12,19,7,36,0,40,13,150,6,49,16,1,5,43,9,10,0,30,6
Iced Coffee withSugar FreeFrench VanillaSyrup (Large) §,32 fl ozcup,160,80,9,14,6,29,0,35,12,135,6,18,6,0,0,2,2,6,0,8,0
Iced Coffee withSugar FreeFrench VanillaSyrup (Medium)§,22 fl ozcup,120,60,7,11,4.5,22,0,25,9,90,4,12,4,0,0,2,1,4,0,4,0
Iced Coffee--Caramel (Large)§,32 fl ozcup,260,80,9,14,6,29,0,35,12,65,3,43,14,0,0,42,2,6,0,6,0
Iced Coffee--Caramel(Medium) §,22 fl ozcup,180,60,7,11,4.5,22,0,25,9,50,2,29,10,0,0,28,1,4,0,4,0
Iced Coffee--Caramel (Small)§,(16 floz cup),130,40,4.5,7,3,15,0,15,6,35,2,22,7,0,0,21,1,4,0,4,0
Iced Coffee--French Vanilla(Large) §,32 fl ozcup,240,80,9,14,6,29,0,35,12,80,3,41,14,0,0,39,2,6,0,8,0
Iced Coffee--French Vanilla(Medium) §,22 fl ozcup,170,60,7,11,4.5,22,0,25,9,55,2,27,9,0,0,26,1,4,0,4,0
Iced Coffee--French Vanilla(Small) §,16 fl ozcup,120,40,4.5,7,3,15,0,15,6,40,2,20,7,0,0,19,1,4,0,4,0
Iced Coffee--Hazelnut (Large)§,(32 floz cup),250,80,9,14,6,29,0,35,12,75,3,43,14,0,0,41,2,6,0,8,0
Iced Coffee--Hazelnut(Medium) §,22 fl ozcup,180,60,7,11,4.5,22,0,25,9,50,2,29,10,0,0,28,1,4,0,4,0
Iced Coffee--Hazelnut (Small)§,(16 floz cup),130,40,4.5,7,3,15,0,15,6,35,1,21,7,0,0,20,1,4,0,4,0
Iced Coffee--Regular (Large) §,(32 floz cup),270,80,9,14,6,29,0,35,12,75,3,47,16,0,0,45,2,6,0,8,0
Iced Coffee--Regular(Medium) §,22 fl ozcup,190,60,7,11,4.5,22,0,25,9,50,2,31,10,0,0,30,1,4,0,4,0
Iced Coffee--Regular (Small) §,(16 floz cup),140,40,4.5,7,3,15,0,15,6,35,1,23,8,0,0,22,1,4,0,4,0
Premium RoastIced Coffee(Large),32 fl ozcup,270,80,9,14,6,29,0,35,12,75,3,47,16,0,0,45,2,6,0,8,0
Premium RoastIced Coffee(Medium),22 fl ozcup,190,60,7,11,4.5,22,0,25,9,50,2,31,10,0,0,30,1,4,0,4,0
McCafé IcedCaramel Mocha(Medium),16 fl ozcup,330,110,12,19,7,36,0,40,13,170,7,46,15,1,2,41,9,10,0,30,2
McCafé IcedCaramel Mocha(Large),22 fl ozcup,450,140,16,24,9,47,0.5,50,16,250,10,64,21,1,3,58,13,15,0,40,4
Mocha (Small) §,12 fl ozcup,340,100,11,18,7,34,0,35,12,150,6,49,16,2,6,42,10,10,0,30,6
Mocha (Large) §,20 fl ozcup,500,150,17,26,10,49,0.5,50,17,240,10,72,24,2,10,63,16,15,0,50,8
Mocha withNonfat Milk(Small) §,12 fl ozcup,270,30,3.5,5,2,11,0,15,5,150,6,49,16,2,6,43,11,10,0,35,6
Mocha withNonfat Milk(Medium) §,16 fl ozcup,330,30,3.5,6,2,11,0,15,5,190,8,60,20,2,8,53,13,15,0,40,6
Mocha withNonfat Milk(Large) §,20 fl ozcup,390,35,4,6,2.5,12,0,20,6,240,10,73,24,2,10,64,17,20,0,50,8
Caramel Mocha(Small) §,12 fl ozcup,320,100,11,17,7,33,0,35,12,170,7,45,15,1,3,40,10,10,0,30,2
Caramel Mocha(Medium) §,16 fl ozcup,390,120,14,21,8,40,0,40,14,220,9,55,18,1,4,50,12,15,0,40,2
Caramel Mocha(Large) §,20 fl ozcup,480,150,17,26,10,49,0.5,50,17,270,11,66,22,1,5,60,16,15,0,50,4
Nonfat CaramelMocha (Small) §,12 fl ozcup,250,30,3.5,5,2,10,0,15,5,170,7,45,15,1,3,41,10,10,0,35,2
Nonfat CaramelMocha (Medium)§,16 fl ozcup,310,30,3.5,5,2,11,0,15,5,210,9,56,19,1,4,51,13,15,0,40,2
Nonfat CaramelMocha (Large) §,20 fl ozcup,370,35,3.5,6,2.5,11,0,20,6,270,11,67,22,1,5,61,17,20,0,50,4
Latte (Small)  §,12 fl ozcup,170,80,9,13,5,24,0,25,9,115,5,15,5,1,3,12,9,8,0,30,0
Latte (Medium) §,16 fl ozcup,210,90,10,16,6,30,0,30,11,140,6,18,6,1,4,15,11,10,0,35,0
Latte (Large) §,20 fl ozcup,280,120,14,21,8,39,0,40,14,180,8,24,8,1,6,20,15,15,0,50,2
Caramel Latte(Large) §,20 fl ozcup,430,120,14,21,8,39,0,40,14,180,8,62,21,1,6,59,15,15,0,50,2
Caramel Latte(Medium) §,16 fl ozcup,340,90,10,16,6,30,0,30,11,140,6,50,17,1,4,48,11,10,0,35,0
Caramel Latte(Small) §,12 fl ozcup,270,80,9,13,5,24,0,25,9,115,5,40,13,1,3,38,9,8,0,30,0
Hazelnut Latte(Small) §,12 fl ozcup,270,80,9,13,5,24,0,25,9,115,5,40,13,1,3,38,9,8,0,30,0
Hazelnut Latte(Medium) §,16 fl ozcup,330,90,10,16,6,30,0,30,11,140,6,50,17,1,4,47,11,10,0,35,0
Hazelnut Latte(Large) §,20 fl ozcup,430,120,14,21,8,39,0,40,14,180,8,62,21,1,6,58,15,15,0,50,2
French VanillaLatte (Small) §,12 fl ozcup,260,80,9,13,5,24,0,25,9,115,5,38,13,1,3,36,9,8,0,30,0
French VanillaLatte (Medium) §,16 fl ozcup,330,90,10,16,6,30,0,30,11,140,6,48,16,1,4,45,11,10,0,35,2
Latte with SugarFree FrenchVanilla Syrup(Small) §,12 fl ozcup,210,80,9,13,5,24,0,25,9,150,6,24,8,1,4,12,9,8,0,30,0
Latte with SugarFree FrenchVanilla Syrup(Medium) §,16 fl ozcup,260,90,10,16,6,30,0,30,11,190,8,29,10,1,5,15,12,10,0,35,0
Latte with SugarFree FrenchVanilla Syrup(Large) §,20 fl ozcup,330,120,14,21,8,39,0,40,14,240,10,37,12,2,7,20,15,15,0,50,2
McCafé Mocha(Large),20 fl ozcup,500,150,17,26,10,49,0.5,50,17,240,10,72,24,2,10,63,16,15,0,50,8
McCafé Mocha(Medium),16 fl ozcup,410,120,14,21,8,40,0,40,14,190,8,60,20,2,8,53,13,10,0,40,6
Nonfat Latte(Small) §,12 fl ozcup,100,0,0,0,0,1,0,5,2,110,5,15,5,1,3,13,10,10,0,30,0
Nonfat Latte(Medium) §,16 fl ozcup,130,0,0,1,0,1,0,5,2,135,6,19,6,1,4,16,12,15,0,40,0
Nonfat Latte(Large) §,20 fl ozcup,170,0,0.5,1,0,2,0,10,3,180,7,25,8,1,6,21,16,15,0,50,2
Nonfat CaramelLatte (Small) §,12 fl ozcup,200,0,0,0,0,1,0,5,2,110,5,41,14,1,3,39,10,10,0,30,0
Nonfat CaramelLatte (Medium) §,16 fl ozcup,250,0,0,1,0,1,0,5,2,135,6,51,17,1,4,48,12,15,0,40,0
Nonfat CaramelLatte (Large) §,20 fl ozcup,310,0,0.5,1,0,2,0,10,3,180,7,63,21,1,6,59,16,15,0,50,2
Nonfat HazelnutLatte (Small) §,12 fl ozcup,200,0,0,0,0,1,0,5,2,110,5,40,13,1,3,38,10,10,0,30,0
Nonfat HazelnutLatte (Medium) §,16 fl ozcup,250,0,0,1,0,1,0,5,2,135,6,51,17,1,4,48,12,15,0,40,0
Nonfat HazelnutLatte (Large) §,20 fl ozcup,310,0,0.5,1,0,2,0,10,3,180,7,63,21,1,6,59,16,15,0,50,2
Nonfat FrenchVanilla Latte(Small) §,12 fl ozcup,190,0,0,0,0,1,0,5,2,115,5,39,13,1,3,37,10,10,0,30,0
Nonfat FrenchVanilla Latte(Medium) §,16 fl ozcup,240,0,0,1,0,1,0,5,2,140,6,49,16,1,4,46,12,15,0,40,2
Nonfat FrenchVanilla Latte(Large) §,20 fl ozcup,300,0,0.5,1,0,2,0,10,3,180,8,60,20,1,6,56,16,15,0,50,2
Nonfat Latte withSugar FreeFrench VanillaSyrup (Small) §,12 fl ozcup,140,0,0,0,0,1,0,5,2,150,6,24,8,1,4,13,10,10,0,30,0
Nonfat Latte withSugar FreeFrench VanillaSyrup (Large) §,20 fl ozcup,220,0,0.5,1,0,2,0,10,3,240,10,38,13,2,7,21,16,15,0,50,2
McCafé CaramelMocha (Medium),16 fl ozcup,390,120,14,21,8,40,0.5,40,14,220,9,55,18,1,4,50,12,15,0,40,2
McCafé CaramelMocha (Large),20 fl ozcup,480,150,17,26,10,49,0.5,50,17,270,11,66,22,1,5,60,16,15,0,50,4
Hot Chocolate(Small) §,12 fl ozcup,360,120,13,21,8,39,0,40,14,180,8,50,17,1,3,45,11,10,0,40,6
Hot Chocolate(Medium) §,16 fl ozcup,440,140,16,25,9,47,0.5,50,16,220,9,61,20,1,4,56,14,15,0,45,6
Hot Chocolate(Large) §,20 fl ozcup,540,180,20,31,12,58,0.5,60,20,280,12,73,24,1,5,68,17,20,0,60,8
Hot Chocolatewith Nonfat Milk(Small) §,12 fl ozcup,280,30,3.5,5,2,11,0,15,5,180,7,50,17,1,3,46,12,15,0,40,6
Hot Chocolatewith Nonfat Milk(Medium) §,16 fl ozcup,340,30,3.5,5,2,11,0,15,6,220,9,61,20,1,4,57,14,20,0,50,6
McCafé WhiteChocolate Mocha(Medium) §,16 fl ozcup,400,120,13,20,8,38,0,45,14,200,8,58,19,1,4,53,13,10,0,40,2
McCafé WhiteChocolate Mocha(Large) §,20 fl ozcup,480,140,16,25,9,47,0.5,50,17,250,10,70,23,1,5,65,17,15,0,50,2
BlueberryPomegranateSmoothie (Large),22 fl ozcup,340,10,1,2,0.5,3,0,5,2,65,3,79,26,5,19,70,4,0,4,10,2
BlueberryPomegranateSmoothie(Medium),16 fl ozcup,260,5,1,1,0,2,0,5,1,50,2,62,21,4,15,54,3,0,4,8,2
Coffee (Medium)§,16 fl ozcup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FrappeChocolate Chip(Large) §,22 fl ozcup,750,280,31,48,20,99,1.5,95,32,200,8,110,37,1,5,99,12,20,0,35,6
FrappeChocolate Chip(Medium),16 fl ozcup,620,230,26,40,17,83,1,80,26,160,7,90,30,1,5,81,9,15,0,30,4
Hot Chocolatewith Nonfat Milk(Large) §,20 fl ozcup,400,35,3.5,6,2.5,12,0,20,7,280,12,74,25,1,5,69,19,25,0,60,8
Mango PineappleSmoothie (Large)§,22 fl ozcup,340,10,1,2,0.5,3,0,5,2,60,3,78,26,2,6,72,4,50,30,10,2
Iced Mocha(Medium) §,16 fl ozcup,340,110,12,19,7,36,0,40,13,150,6,49,16,1,5,43,9,10,0,30,6
Iced Mocha withNonfat Milk(Medium) §,16 fl ozcup,280,45,5,7,3,15,0,20,7,150,6,50,17,1,5,43,10,15,0,30,6
Iced CaramelMocha (Small) §,12 fl ozcup,270,100,11,16,6,32,0,35,11,140,6,37,12,0,0,32,8,10,0,25,2
Iced CaramelMocha (Medium)§,16 fl ozcup,330,110,12,19,7,36,0,40,13,170,7,46,15,1,2,41,9,10,0,30,2
Iced CaramelMocha (Large) §,22 fl ozcup,450,140,16,24,9,47,0.5,50,16,250,10,64,21,1,3,58,13,15,0,40,4
Iced NonfatCaramel Mocha(Small) §,12 fl ozcup,220,40,4.5,7,3,14,0,20,6,140,6,38,13,0,0,33,8,10,0,25,2
Iced NonfatCaramel Mocha(Medium) §,16 fl ozcup,270,45,4.5,7,3,15,0,20,7,170,7,46,15,1,2,41,10,15,0,30,2
