Item,Serving Size,Calories,Calories From Fat,Total Fat (g),Total Fat % Daily Value,Saturated Fat (g),Saturated Fat % Daily Value,Trans Fat (g),Cholesterol (mg),Cholesterol % Daily Value,Sodium (mg),Sodium % Daily Value,Carbohydrates (g),Carbohydrates % Daily Value,Dietary Fiber (g),Dietary Fiber % Daily Value,Sugars (g),Protein (g),Vitamin A % Daily Value,Vitamin C % Daily Value,Calcium % Daily Value,Iron % Daily Value
Iced Coffee--Caramel (Large)§,32 fl ozcup,270,100,11,17,7,34,0,40,14,160,7,41,14,0,0,41,2,8,0,8,0
Iced Coffee--Caramel(Medium)§,22 fl ozcup,190,70,8,13,5,26,0,30,11,115,5,27,9,0,0,27,2,6,0,6,0
Iced Coffee--Caramel (Small)§,16 fl ozcup,130,50,5,8,3.5,17,0,20,7,80,3,21,7,0,0,20,1,4,0,4,0
Iced Coffee--Hazelnut(Large)§,32 fl ozcup,270,100,11,17,7,34,0,40,14,85,3,43,14,0,0,43,2,10,0,8,0
Iced Coffee--Hazelnut(Medium)§,22 fl ozcup,190,70,8,13,5,26,0,30,11,60,3,29,10,0,0,29,2,8,0,6,0
Iced Coffee--Hazelnut(Small)§,16 fl ozcup,130,50,5,8,3.5,17,0,20,7,40,2,21,7,0,0,21,1,6,0,4,0
Iced Coffee--Regular (Large)§,32 fl ozcup,280,100,11,17,7,34,0,40,14,85,4,45,15,0,0,45,2,8,0,8,0
Iced Coffee--Regular(Medium)§,22 fl ozcup,200,70,8,13,5,26,0,30,11,60,3,30,10,0,0,30,2,6,0,6,0
Iced Coffee--Regular (Small)§,16 fl ozcup,140,50,5,8,3.5,17,0,20,7,40,2,22,7,0,0,22,1,4,0,4,0
Iced Coffee--Vanilla (Large),32 fl ozcup,270,100,11,17,7,34,0,40,14,85,3,43,14,0,0,43,2,8,0,8,0
Iced Coffee--Vanilla(Medium)§,22 fl ozcup,190,70,8,13,5,26,0,30,11,60,3,29,10,0,0,28,2,6,0,6,0
Iced Coffee--Vanilla (Small)§,16 fl ozcup,130,50,5,8,3.5,17,0,20,7,40,2,21,7,0,0,21,1,4,0,4,0
Iced Mocha(Large)§,22 fl ozcup,390,130,14,22,9,43,0.5,25,8,180,7,57,19,0,0,48,7,8,0,25,6
Iced Mocha(Small)§,N/A,260,110,12,18,7,36,0,20,7,120,5,34,11,0,0,28,5,6,0,20,4
Iced Mocha withNonfat Milk(Large)§,22 fl ozcup,340,70,8,13,5,26,0,10,3,180,7,58,19,0,0,48,8,10,0,25,6
Iced Mocha withNonfat Milk(Small)§,12 fl ozcup,230,60,7,11,4.5,23,0,10,3,115,5,35,12,0,0,29,6,8,0,20,4
Mocha (Small)§,12 fl ozcup,280,100,11,16,6,32,0,20,7,125,5,40,13,0,0,33,6,4,0,20,4
Mocha(Medium)§,16 fl ozcup,330,110,12,18,7,35,0,25,8,150,6,48,16,0,0,41,7,6,0,25,4
Mocha (Large)§,20 fl ozcup,400,130,14,22,8,42,0.5,30,10,190,8,58,19,0,0,49,10,6,0,30,6
Mocha withNonfat Milk(Small)§,12 fl ozcup,240,45,5,8,3,16,0,5,2,130,5,41,14,0,0,34,7,8,0,25,4
Mocha withNonfat Milk(Medium)§,16 fl ozcup,280,50,6,9,3.5,17,0,10,3,160,6,50,17,0,0,42,8,10,0,25,4
Mocha withNonfat Milk(Large)§,20 fl ozcup,330,50,6,9,3.5,18,0,10,3,190,8,58,19,0,0,50,10,10,0,30,6
Caramel Mocha(Small)§,12 fl ozcup,250,90,11,16,6,31,0,25,8,150,6,33,11,0,0,31,7,8,0,25,2
Caramel Mocha(Medium)§,16 fl ozcup,290,100,12,18,7,34,0,25,9,180,7,39,13,0,0,38,8,10,0,30,2
Caramel Mocha(Large)§,20 fl ozcup,360,130,14,22,8,42,0.5,35,12,220,9,47,16,0,0,46,10,10,0,35,4
NonFat CaramelMocha (Small)§,12 fl ozcup,200,35,4,6,2.5,12,0,5,2,170,7,34,11,0,0,31,8,10,2,20,2
NonFat CaramelMocha(Medium)§,16 fl ozcup,240,35,4,6,2.5,12,0,5,2,200,8,41,14,0,0,38,9,10,2,25,2
NonFat CaramelMocha (Large)§,20 fl ozcup,280,35,4,6,2.5,12,0,10,3,260,11,49,16,0,0,46,12,15,4,35,2
Latte (Small) §,12 fl ozcup,150,70,8,13,4.5,24,0,25,8,105,4,11,4,0,0,11,8,6,0,30,0
Latte (Medium)§,16 fl ozcup,180,90,10,15,6,28,0,30,10,130,5,13,4,0,0,13,10,6,0,35,2
Latte (Large)§,20 fl ozcup,210,100,11,18,7,33,0,35,12,150,6,16,5,0,0,16,11,8,0,40,2
Caramel Latte(Large)§,20 fl ozcup,330,80,9,15,5,27,0,30,10,210,9,52,17,0,0,51,9,6,0,35,2
Caramel Latte(Medium)§,16 fl ozcup,280,70,8,12,4.5,23,0,25,8,170,7,43,14,0,0,43,8,4,0,30,2
Caramel Latte(Small)§,12 fl ozcup,230,60,7,10,4,20,0,20,7,140,6,35,12,0,0,35,7,4,0,25,0
Hazelnut Latte(Small)§,12 fl ozcup,230,60,7,10,4,20,0,20,7,90,4,36,12,0,0,36,7,6,0,25,0
Hazelnut Latte(Medium)§,16 fl ozcup,280,70,8,12,4.5,23,0,25,8,110,5,45,15,0,0,45,8,8,0,30,2
Hazelnut Latte(Large)§,20 fl ozcup,330,80,9,14,5,27,0,30,9,130,5,53,18,0,0,53,9,10,0,30,2
Vanilla Latte(Small)§,12 fl ozcup,230,60,7,10,4,20,0,20,7,90,4,36,12,0,0,36,7,4,0,25,0
Vanilla Latte(Medium)§,16 fl ozcup,280,70,8,12,4.5,23,0,25,8,110,5,44,15,0,0,44,8,4,0,30,2
Vanilla Latte(Large)§,20 fl ozcup,330,80,9,14,5,27,0,30,9,130,5,53,18,0,0,53,9,6,0,30,2
Latte with SugarFree VanillaSyrup (Small)§,12 fl ozcup,130,60,7,11,4,20,0,20,7,125,5,17,6,0,0,10,7,4,0,25,2
Latte with SugarFree VanillaSyrup (Medium)§,16 fl ozcup,160,70,8,13,5,24,0,25,8,150,6,21,7,0,0,11,8,6,0,30,2
Latte with SugarFree VanillaSyrup (Large)§,20 fl ozcup,180,90,10,15,6,28,0,30,10,180,7,25,8,0,0,13,10,6,0,35,2
Nonfat Latte(Small)§,12 fl ozcup,90,0,0,0,0,0,0,5,2,115,5,13,4,0,0,13,9,10,0,30,0
Nonfat Latte(Medium)§,16 fl ozcup,110,0,0,0,0,0,0,5,2,140,6,15,5,0,0,15,10,10,0,40,2
Nonfat Latte(Large)§,20 fl ozcup,120,0,0,0,0,0,0,5,2,160,7,18,6,0,0,18,12,15,0,45,2
Nonfat CaramelLatte (Small)§,12 fl ozcup,170,0,0,0,0,0,0,5,1,150,6,36,12,0,0,36,7,8,0,25,0
Nonfat CaramelLatte (Medium)§,16 fl ozcup,220,0,0,0,0,0,0,5,2,180,8,45,15,0,0,45,9,10,0,30,2
Nonfat CaramelLatte (Large)§,20 fl ozcup,260,0,0,0,0,0,0,5,2,220,9,53,18,0,0,53,10,10,0,35,2
Nonfat HazelnutLatte (Small)§,12 fl ozcup,180,0,0,0,0,0,0,5,1,95,4,37,12,0,0,37,7,10,0,25,0
Nonfat HazelnutLatte (Medium)§,16 fl ozcup,220,0,0,0,0,0,0,5,2,115,5,46,15,0,0,46,9,15,0,30,2
Nonfat HazelnutLatte (Large)§,20 fl ozcup,260,0,0,0,0,0,0,5,2,135,6,55,18,0,0,55,10,15,0,35,2
Nonfat VanillaLatte (Small)§,12 fl ozcup,180,0,0,0,0,0,0,5,1,95,4,37,12,0,0,37,7,8,0,25,0
Nonfat VanillaLatte (Medium)§,16 fl ozcup,220,0,0,0,0,0,0,5,2,115,5,46,15,0,0,46,9,10,0,30,2
Nonfat VanillaLatte (Large)§,20 fl ozcup,260,0,0,0,0,0,0,5,2,135,6,55,18,0,0,55,10,10,0,35,2
Nonfat Latte withSugar FreeVanilla Syrup(Small)§,12 fl ozcup,80,0,0,0,0,0,0,5,1,130,5,18,6,0,0,11,7,8,0,25,2
Nonfat Latte withSugar FreeVanilla Syrup(Medium)§,16 fl ozcup,90,0,0,0,0,0,0,5,2,160,7,22,7,0,0,13,9,10,0,35,2
Nonfat Latte withSugar FreeVanilla Syrup(Large)§,20 fl ozcup,110,0,0,0,0,0,0,5,2,190,8,27,9,0,0,15,11,15,0,40,2
Cappuccino(Small)§,12 fl ozcup,120,60,7,10,4,19,0,20,7,85,4,9,3,0,0,9,6,4,0,25,0
Cappuccino(Medium)§,16 fl ozcup,140,70,8,12,4.5,23,0,25,8,105,4,11,4,0,0,11,8,4,0,25,2
Cappuccino(Large)§,20 fl ozcup,180,90,10,15,6,28,0,30,10,130,5,13,4,0,0,13,9,6,0,35,2
CaramelCappuccino(Small)§,12 fl ozcup,200,45,5,8,3,15,0,15,5,125,5,32,11,0,0,32,5,4,0,20,0
CaramelCappuccino(Medium)§,16 fl ozcup,240,50,6,9,3.5,18,0,20,6,150,6,41,14,0,0,40,6,4,0,20,2
CaramelCappuccino(Large)§,20 fl ozcup,290,70,8,12,4.5,22,0,25,8,190,8,49,16,0,0,49,8,4,0,25,2
HazelnutCappuccino(Small)§,12 fl ozcup,200,45,5,8,3,15,0,15,5,70,3,34,11,0,0,34,5,6,0,20,0
HazelnutCappuccino(Medium)§,16 fl ozcup,240,50,6,9,3.5,18,0,20,6,85,4,42,14,0,0,42,6,6,0,20,2
HazelnutCappuccino(Large)§,20 fl ozcup,290,70,8,12,4.5,22,0,25,8,105,4,51,17,0,0,51,7,8,0,25,2
VanillaCappuccino(Small)§,12 fl ozcup,200,45,5,8,3,15,0,15,5,70,3,34,11,0,0,34,5,4,0,20,0
VanillaCappuccino(Medium)§,16 fl ozcup,240,50,6,9,3.5,18,0,20,6,85,4,42,14,0,0,42,6,4,0,20,2
VanillaCappuccino(Large)§,20 fl ozcup,290,70,8,12,4.5,22,0,25,8,105,4,51,17,0,0,51,7,4,0,25,2
Cappuccino withSugar FreeVanilla Syrup(Small)§,12 fl ozcup,100,50,5,8,3,16,0,15,5,105,4,15,5,0,0,7,5,4,0,20,2
Cappuccino withSugar FreeVanilla Syrup(Medium)§,16 fl ozcup,120,60,6,10,3.5,19,0,20,6,130,5,18,6,0,0,9,6,4,0,20,2
Cappuccino withSugar FreeVanilla Syrup(Large)§,20 fl ozcup,150,70,8,12,4.5,23,0,25,8,160,7,22,7,0,0,11,8,4,0,25,2
NonfatCappuccino(Small)§,12 fl ozcup,60,0,0,0,0,0,0,5,1,85,4,9,3,0,0,9,6,8,0,25,0
NonfatCappuccino(Medium)§,16 fl ozcup,80,0,0,0,0,0,0,5,2,110,5,12,4,0,0,12,8,10,0,30,2
NonfatCappuccino(Large)§,20 fl ozcup,90,0,0,0,0,0,0,5,2,130,5,13,4,0,0,13,9,10,0,35,2
Nonfat CaramelCappuccino(Small)§,12 fl ozcup,150,0,0,0,0,0,0,5,1,120,5,33,11,0,0,32,5,6,0,20,0
Nonfat CaramelCappuccino(Medium)§,16 fl ozcup,190,0,0,0,0,0,0,5,1,150,6,41,14,0,0,41,6,8,0,25,2
Nonfat CaramelCappuccino(Large)§,20 fl ozcup,230,0,0,0,0,0,0,5,1,180,8,49,16,0,0,49,7,8,0,25,2
Nonfat HazelnutCappuccino(Small)§,12 fl ozcup,150,0,0,0,0,0,0,5,1,70,3,34,11,0,0,34,5,8,0,20,0
Nonfat HazelnutCappuccino(Medium)§,16 fl ozcup,190,0,0,0,0,0,0,5,1,90,4,43,14,0,0,43,6,10,0,25,2
Nonfat HazelnutCappuccino(Large)§,20 fl ozcup,230,0,0,0,0,0,0,5,1,100,4,51,17,0,0,51,7,10,0,25,2
Nonfat VanillaCappuccino(Small)§,12 fl ozcup,150,0,0,0,0,0,0,5,1,70,3,34,11,0,0,34,5,6,0,20,0
Nonfat VanillaCappuccino(Medium)§,16 fl ozcup,190,0,0,0,0,0,0,5,1,90,4,42,14,0,0,42,6,8,0,25,2
Nonfat VanillaCappuccino(Large)§,20 fl ozcup,230,0,0,0,0,0,0,5,1,100,4,51,17,0,0,51,7,8,0,25,2
NonfatCappuccino withSugar FreeVanilla Syrup(Small)§,12 fl ozcup,50,0,0,0,0,0,0,5,1,100,4,15,5,0,0,8,5,6,0,20,2
NonfatCappuccino withSugar FreeVanilla Syrup(Medium)§,16 fl ozcup,70,0,0,0,0,0,0,5,1,130,5,19,6,0,0,10,7,8,0,25,2
NonfatCappuccino withSugar FreeVanilla Syrup(Large)§,20 fl ozcup,80,0,0,0,0,0,0,5,1,150,6,22,7,0,0,11,8,8,0,25,2
Hot Chocolate(Small)§,12 fl ozcup,300,110,12,18,7,35,0,25,8,135,6,41,14,0,0,35,8,6,0,25,4
Hot Chocolate(Medium)§,16 fl ozcup,380,130,15,23,9,43,0.5,30,11,170,7,53,18,0,0,45,10,8,0,35,4
Hot Chocolate(Large)§,20 fl ozcup,460,160,18,27,10,52,0.5,40,14,220,9,63,21,0,0,54,13,8,0,45,4
Hot Chocolatewith Nonfat Milk(Small)§,12 fl ozcup,250,45,5,8,3,16,0,10,3,140,6,43,14,0,0,37,8,10,0,30,4
Hot Chocolatewith Nonfat Milk(Medium)§,16 fl ozcup,310,50,6,9,3.5,17,0,10,3,190,8,55,18,0,0,47,11,15,0,40,4
Hot Chocolatewith Nonfat Milk(Large)§,20 fl ozcup,390,50,6,9,3.5,18,0,10,4,250,11,68,23,0,0,59,16,20,0,60,4
Iced Mocha(Medium)§,16 fl ozcup,310,120,13,20,8,39,0,25,8,140,6,42,14,0,0,35,7,6,0,20,4
Iced Mocha withNonfat Milk(Medium)§,16 fl ozcup,270,70,8,12,4.5,24,0,10,3,140,6,43,14,0,0,35,7,10,0,25,4
Iced CaramelMocha (Small)§,12 fl ozcup,240,100,12,18,7,35,0,25,8,130,5,29,10,0,0,26,6,8,0,20,2
Iced CaramelMocha(Medium)§,16 fl ozcup,300,120,14,21,8,40,0,30,10,160,7,36,12,0,0,33,8,10,0,25,2
Iced CaramelMocha (Large)§,22 fl ozcup,380,140,16,24,9,47,0.5,35,12,210,9,48,16,0,0,46,10,10,0,35,2
Iced NonFatCaramel Mocha(Small)§,12 fl ozcup,200,50,6,9,4,19,0,10,3,140,6,29,10,0,0,26,6,8,2,15,2
Iced NonFatCaramel Mocha(Medium)§,16 fl ozcup,240,60,6,10,4,19,0,10,3,190,8,37,12,0,0,34,9,10,2,25,2
Iced NonFatCaramel Mocha(Large)§,22 fl ozcup,300,60,6,10,4,20,0,10,3,230,10,49,16,0,0,45,11,15,2,30,2
Iced Latte(Small)§,12 fl ozcup,80,40,4.5,7,2.5,13,0,15,4,65,3,6,2,0,0,6,4,2,0,15,0
Iced Latte(Medium)§,16 fl ozcup,100,50,6,9,3.5,16,0,15,6,80,3,8,3,0,0,8,6,4,0,20,2
Iced Latte(Large)§,22 fl ozcup,140,70,8,12,4.5,22,0,25,8,105,4,10,3,0,0,10,7,4,0,25,2
Iced CaramelLatte (Small)§,12 fl ozcup,160,25,3,5,1.5,9,0,10,3,100,4,29,10,0,0,29,3,2,0,10,0
Iced CaramelLatte (Medium)§,16 fl ozcup,180,40,4.5,7,2.5,13,0,15,4,120,5,31,10,0,0,31,4,2,0,15,2
Iced CaramelLatte (Large)§,22 fl ozcup,230,50,6,9,3.5,17,0,15,6,150,6,40,13,0,0,40,6,4,0,20,2
Iced HazelnutLatte (Small)§,12 fl ozcup,160,25,3,5,1.5,9,0,10,3,45,2,31,10,0,0,31,3,4,0,10,0
Iced HazelnutLatte (Medium)§,16 fl ozcup,180,40,4.5,7,2.5,13,0,15,4,65,3,33,11,0,0,33,4,6,0,15,2
Iced HazelnutLatte (Large)§,22 fl ozcup,230,50,6,9,3.5,17,0,15,6,85,4,41,14,0,0,41,6,6,0,20,2
Iced Vanilla Latte(Small)§,12 fl ozcup,160,25,3,5,1.5,9,0,10,3,45,2,31,10,0,0,31,3,2,0,10,0
Iced Vanilla Latte(Medium)§,16 fl ozcup,190,40,4.5,7,2.5,14,0,15,5,70,3,33,11,0,0,33,5,2,0,15,2
Iced Vanilla Latte(Large)§,22 fl ozcup,230,50,6,9,3.5,17,0,15,6,85,4,41,14,0,0,41,6,4,0,20,2
Iced Latte withSugar FreeVanilla Syrup(Small)§,12 fl ozcup,60,30,3,5,2,9,0,10,3,80,3,12,4,0,0,4,3,2,0,10,2
Iced Latte withSugar FreeVanilla Syrup(Medium)§,16 fl ozcup,90,40,5,7,3,14,0,15,5,105,4,14,5,0,0,6,5,2,0,15,2
Iced Latte withSugar FreeVanilla Syrup(Large)§,22 fl ozcup,110,50,6,9,3.5,17,0,15,6,130,5,19,6,0,0,8,6,4,0,20,2
Iced Nonfat Latte(Small)§,12 fl ozcup,50,0,0,0,0,0,0,5,1,70,3,7,2,0,0,7,5,6,0,15,0
Iced Nonfat Latte(Medium)§,16 fl ozcup,60,0,0,0,0,0,0,5,1,90,4,9,3,0,0,9,6,8,0,20,2
Iced Nonfat Latte(Large)§,22 fl ozcup,70,0,0,0,0,0,0,5,1,105,4,11,4,0,0,11,7,8,0,25,2
Iced NonfatCaramel Latte(Small)§,12 fl ozcup,140,0,0,0,0,0,0,0,0,105,4,30,10,0,0,30,3,4,0,10,0
Iced NonfatCaramel Latte(Medium)§,16 fl ozcup,150,0,0,0,0,0,0,5,1,120,5,32,11,0,0,32,5,6,0,15,2
Iced NonfatCaramel Latte(Large)§,22 fl ozcup,190,0,0,0,0,0,0,5,1,150,6,40,13,0,0,40,6,6,0,20,2
Iced NonfatHazelnut Latte(Small)§,12 fl ozcup,140,0,0,0,0,0,0,0,0,50,2,32,11,0,0,32,3,6,0,10,0
Iced NonfatHazelnut Latte(Medium)§,16 fl ozcup,150,0,0,0,0,0,0,5,1,70,3,33,11,0,0,33,5,8,0,15,2
Iced NonfatHazelnut Latte(Large)§,22 fl ozcup,190,0,0,0,0,0,0,5,1,80,3,42,14,0,0,42,6,10,0,20,2
Iced NonfatVanilla Latte(Small)§,12 fl ozcup,140,0,0,0,0,0,0,0,0,50,2,31,10,0,0,31,3,4,0,10,0
Iced NonfatVanilla Latte(Medium)§,16 fl ozcup,150,0,0,0,0,0,0,5,1,70,3,33,11,0,0,33,5,6,0,15,2
Iced NonfatVanilla Latte(Large)§,22 fl ozcup,190,0,0,0,0,0,0,5,1,85,3,41,14,0,0,41,6,6,0,20,2
Iced Nonfat Lattewith Sugar FreeVanilla Syrup(Small)§,12 fl ozcup,40,0,0,0,0,0,0,0,0,85,4,13,4,0,0,5,4,4,0,15,2
Iced Nonfat Lattewith Sugar FreeVanilla Syrup(Medium)§,16 fl ozcup,50,0,0,0,0,0,0,5,1,100,4,14,5,0,0,6,5,6,0,15,2
Iced Nonfat Lattewith Sugar FreeVanilla Syrup(Large)§,22 fl ozcup,60,0,0,0,0,0,0,5,1,130,5,19,6,0,0,8,6,6,0,20,2
Frappe Mocha(Small),12 fl ozcup,450,180,20,30,13,64,1,55,18,130,5,62,21,1,3,56,7,15,0,20,4
Frappe Mocha(Medium),16 fl ozcup,560,210,24,36,15,76,1,65,22,160,7,78,26,1,4,70,8,15,0,25,4
Frappe Mocha(Large),22 fl ozcup,680,250,28,43,18,90,1,80,27,200,8,96,32,1,4,87,10,20,0,35,4
Frappe Caramel(Small),12 fl ozcup,450,180,20,31,13,64,1,55,19,135,6,61,20,0,0,56,6,15,0,20,2
Frappe Caramel(Medium),16 fl ozcup,550,220,24,37,15,76,1,70,23,160,7,76,25,0,0,71,8,15,0,25,2
FrappeChocolate Chip(Small),12 fl ozcup,530,220,24,37,15,76,1,55,18,140,6,74,25,1,4,66,7,15,0,20,4
StrawberryBananaSmoothie (12 floz cup),12 fl ozcup(347 g),210,5,0.5,1,0,0,0,5,1,35,1,49,16,2,10,44,2,2,70,8,6
StrawberryBananaSmoothie (16 floz cup),16 fl ozcup(428 g),260,5,1,1,0,0,0,5,1,40,2,60,20,3,12,54,2,2,90,8,8
StrawberryBananaSmoothie (22 floz cup),22 fl ozcup(541 g),330,10,1,2,0.5,3,0,5,2,55,2,77,26,4,15,70,3,2,110,10,10
Wild BerrySmoothie (12 floz cup),12 fl ozcup(348 g),210,5,0.5,1,0,0,0,5,1,30,1,48,16,3,11,44,2,2,80,8,6
Mango PineappleSmoothie(Small)§**,12 fl ozcup,220,10,1,2,1,4,0,5,1,40,2,49,16,2,8,49,3,45,25,8,2
FrozenStrawberryLemonade (12 floz cup),12 fl oz,200,0,0,0,0,0,0,0,0,20,1,51,17,0,0,51,1,2,210,2,0
Cherry BerryChiller (12 fl ozcup),N/A,200,0,0,0,0,0,0,0,0,25,1,49,16,0,0,49,1,0,0,2,2
ChocolateMcCafé Shake(12 fl oz cup),12 fl oz,570,160,17,27,11,55,1,50,16,240,10,91,30,1,3,76,12,20,0,40,10
StrawberryMcCafé Shake(12 fl oz cup),12 fl oz,560,160,18,27,11,55,1,50,17,170,7,89,30,0,0,79,11,20,0,40,0
Vanilla McCaféShake (12 fl ozcup),12 fl oz,530,150,17,26,11,53,1,50,16,160,7,84,28,0,0,63,10,15,0,40,0
Egg Nog McCafeShake (12 fl ozcup) Small,11.4 oz(329 g),540,150,17,26,11,54,1,50,16,180,7,86,29,0,0,74,11,20,0,40,0
ChocolateMcCafé Shake(16 fl oz cup),16 fl oz,710,190,21,32,13,66,1,60,21,310,13,115,38,1,4,97,15,20,0,50,10
ChocolateMcCafé Shake(22 fl oz cup),22 fl oz,870,220,25,38,16,78,1,75,25,380,16,142,47,1,6,120,19,25,0,60,15
Frappe Caramel(Large),22 fl ozcup,670,260,29,44,18,91,1.5,85,28,200,8,94,31,0,0,88,10,20,0,35,2
StrawberryMcCafé Shake(16 fl oz cup),16 fl oz,700,190,21,32,13,67,1,65,22,220,9,112,37,0,0,100,15,25,0,50,0
StrawberryMcCafé Shake(22 fl oz cup),22 fl oz,850,220,25,38,16,79,1,80,26,270,11,138,46,0,0,123,18,30,0,70,0
Vanilla McCaféShake (16 fl ozcup),16 fl oz,670,180,20,31,13,64,1,60,21,210,9,107,36,0,0,81,14,20,0,50,0
Vanilla McCaféShake (22 fl ozcup),22 fl oz,820,220,24,37,15,77,1,75,26,260,11,133,44,0,0,102,17,30,0,60,0
Wild BerrySmoothie (16 floz cup),16 fl ozcup(434 g),260,5,1,1,0,0,0,5,1,35,2,60,20,4,14,55,3,2,100,10,8
Wild BerrySmoothie (22 floz cup),22 fl ozcup(544 g),320,10,1,1,0.5,3,0,5,1,45,2,75,25,4,18,69,3,4,120,10,10
Cherry BerryChiller (16 fl ozcup),N/A,260,0,0,0,0,0,0,0,0,35,1,65,22,0,0,65,1,0,0,4,2
Cherry BerryChiller (22 fl ozcup),N/A,330,0,0,0,0,0,0,0,0,45,2,82,27,0,0,82,1,0,0,4,2
Coffee(Medium)§,16 fl ozcup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Nog McCafeShake (16 fl ozcup) Medium,14.6 oz(418 g),680,190,21,32,13,65,1,65,21,220,9,109,36,0,0,93,14,25,0,50,0
Egg Nog McCafeShake (22 fl ozcup) Large,18 oz(516 g),830,220,24,38,15,77,1,80,26,280,11,135,45,0,0,116,18,30,0,60,0
FrappeChocolate Chip(Large)§,22 fl ozcup,760,300,33,50,21,104,1.5,85,29,210,9,109,36,1,5,99,11,20,0,35,6
FrappeChocolate Chip(Medium),16 fl ozcup,630,250,28,43,18,88,1,70,23,170,7,89,30,1,5,81,9,15,0,25,4
FrozenStrawberryLemonade (16 floz cup),16 fl oz,250,0,0,0,0,0,0,0,0,25,1,65,22,0,0,65,1,4,260,2,0
FrozenStrawberryLemonade (22 floz cup),22 fl oz,330,5,0.5,1,0.5,3,0,0,0,35,1,84,28,0,0,84,2,4,320,4,2
Mango PineappleSmoothie(Large)§**,22 fl ozcup,350,15,1.5,3,1,6,0,5,2,65,3,78,26,3,12,77,4,70,40,10,2
Mango PineappleSmoothie(Medium)§**,16 oz,270,10,1.5,2,1,5,0,5,1,50,2,61,20,2,10,60,3,60,35,8,2
McCafé CaramelHot Chocolatewith Nonfat Milk(Small),12 fl ozcup,240,35,4,6,2.5,12,0,5,2,190,8,41,14,0,0,38,9,10,2,25,2
McCafé CaramelHot Chocolatewith Nonfat Milk(Large),20 fl ozcup,370,35,4,6,2.5,12,0,10,3,320,14,65,22,0,0,61,17,20,4,45,2
McCafé CaramelHot Chocolatewith Nonfat Milk(Medium),16 fl ozcup,290,35,4,6,2.5,12,0,5,2,240,10,52,17,0,0,49,12,15,2,30,2
Desserts/Shakes,,,,,,,,,,,,,,,,,,,,,,
Dipped Cone,4.3 oz(121 g),270,110,12,19,9,44,0,15,6,80,3,35,12,1,2,27,5,6,0,15,6
Vanilla ReducedFat Ice CreamCone,3.7 oz(105 g),170,40,4.5,7,3,14,0,15,6,70,3,27,9,0,0,20,5,6,0,15,2
Kiddie Cone,1 oz(29 g),45,10,1.5,2,1,4,0,5,2,20,1,7,2,0,0,6,1,2,0,4,0
Hot FudgeSundae,6.3 oz(179 g),330,80,9,14,7,34,0,25,8,170,7,53,18,1,3,48,8,8,0,25,8
Hot CaramelSundae,6.4 oz(182 g),340,70,8,12,5,24,0,30,10,150,6,60,20,0,0,43,7,10,0,25,0
StrawberrySundae,6.3 oz(178 g),280,60,6,10,4,20,0,25,8,85,4,49,16,0,0,45,6,8,4,20,0
McFlurry® withRolo® (12 fl ozcup)†**,11.8 oz(335 g),700,210,23,36,14,72,1,55,19,250,10,111,37,1,3,88,14,15,0,50,2
McFlurry® withM&M'S® Candies(12 fl oz cup),10.9 oz(310 g),650,210,23,35,14,72,0.5,50,17,180,7,96,32,1,6,89,13,15,0,45,8
McFlurry® withOREO® Cookies(12 fl oz cup),10.1 oz(285 g),510,150,17,26,9,44,0.5,45,14,280,12,80,27,1,4,64,12,15,0,40,8
McFlurry® withReese's PeanutButter Cup® (12fl oz cup),10.7 oz(303 g),610,220,24,37,11,57,0.5,45,15,300,13,86,29,2,7,77,15,15,0,40,6
Holiday MintMcFlurry® (12 floz cup),10.3 oz(293 g),570,190,21,32,15,77,0.5,45,15,170,7,84,28,0,0,76,12,15,0,40,0
S'mores Pie,3 oz(84 g),290,110,12,19,7,36,0,0,0,210,9,41,14,2,7,19,3,4,0,2,8
Baked Hot ApplePie,2.7 oz(77 g),250,110,13,19,7,35,0,0,0,170,7,32,11,4,15,13,2,4,25,2,6
ChocolateMcCafé Shake(12 fl oz cup),12 fl oz,570,160,17,27,11,55,1,50,16,240,10,91,30,1,3,76,12,20,0,40,10
StrawberryMcCafé Shake(12 fl oz cup),12 fl oz,560,160,18,27,11,55,1,50,17,170,7,89,30,0,0,79,11,20,0,40,0
Vanilla McCaféShake (12 fl ozcup),12 fl oz,530,150,17,26,11,53,1,50,16,160,7,84,28,0,0,63,10,15,0,40,0
Egg Nog McCafeShake (12 fl ozcup) Small,11.4 oz(329 g),540,150,17,26,11,54,1,50,16,180,7,86,29,0,0,74,11,20,0,40,0
Chocolate ChipCookie,1cookie(33 g),160,70,8,12,3.5,19,0,10,3,90,4,21,7,1,3,15,2,2,0,2,8
Oatmeal RaisinCookie,1cookie(33 g),150,50,6,9,2.5,13,0,10,3,135,6,22,7,1,3,13,2,2,0,2,6
Sugar Cookie,1cookie(33 g),160,60,7,11,3,15,0,5,2,120,5,21,7,0,0,11,2,2,0,0,4
Fruit 'n YogurtParfait,5.2 oz(149 g),150,20,2,3,1,5,0,5,2,70,3,30,10,1,3,23,4,2,15,10,4
ChocolateMcCafé Shake(16 fl oz cup),16 fl oz,710,190,21,32,13,66,1,60,21,310,13,115,38,1,4,97,15,20,0,50,10
ChocolateMcCafé Shake(22 fl oz cup),22 fl oz,870,220,25,38,16,78,1,75,25,380,16,142,47,1,6,120,19,25,0,60,15
